Common name,Species,Full taxonomy,Description
bornean orangutan,pongo pygmaeus,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Hominidae_Pongo_Pongo pygmaeus,"The Bornean orangutan is the world’s largest mammal that lives in a tree and is also one of the world’s greatest apes. It has shaggy, long, dark red-brown hair. Its facial color ranges from red to pink to black. Their long arms are useful for reaching fruits and swinging from branch to branch. Their hands and feet are scoop-like and have a powerful grip for grasping branches. Adult males occur in two forms, which are flanged or unflanged. The flanged males are larger and on both sides of their face they have fleshy ‘flanges’, or cheek pads."
yellow-crested cockatoo,cacatua sulphurea,Animalia_Chordata_Aves_Psittaciformes_Cacatuidae_Cacatua_Cacatua sulphurea,"The Yellow-crested cockatoo usually has white plumage, and on its head is a yellow crest that curves forwards. Its wings and tail on the undersides are also yellow, its bill is black, and its feet gray. Females have reddish-brown eyes and males have black eyes. The skin around their eyes is bluish. Juveniles have a gray iris, and chicks are born with patchy yellow down."
kit fox,vulpes macrotis,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Canidae_Vulpes_Vulpes macrotis,"Kit foxes are the smallest foxes found in North America. They have large ears, that help them lower their body temperature and give them an exceptional hearing. Their coat is usually gray, with rusty tones, and a black tip to their tail. Their color ranges from yellowish to gray, and the back is usually darker than the majority of the coat; the belly and inner ears are usually lighter. Kit foxes have distinct dark patches around the nose. Males in this species are slightly larger than females."
satin bowerbird,ptilonorhynchus violaceus,Animalia_Chordata_Aves_Passeriformes_Ptilonorhynchidae_Ptilonorhynchus_Ptilonorhynchus violaceus,"Bowerbirds are very close relatives of birds-of-paradise, and bowerbird species occur in many parts of New Guinea and Australia. Males weave intricate display areas (called bowers) out of twigs, decorating their bowers with saliva, charcoal, and colorful objects. As a result, bowerbirds are often considered to be the most advanced species of bird. A bower is an attractive 'avenue' that male bowerbirds use to entice a female. Adult male and female satin bowerbirds share the same bright lilac-blue eyes but no other similarities in color, the male being black with a sheen of glossy purple-blue, and the female olive-green above, with off-white and dark scalloping on her lower parts, with brown wings and tail. Juvenile males and females look similar to each other, known as 'green' birds."
hoffmann's two-toed sloth,choloepus hoffmanni,Animalia_Chordata_Vertebrata_Mammalia_Pilosa_Megalonychidae_Choloepus_Choloepus hoffmanni,"Hoffmann's two-toed sloths are heavily built animals with shaggy fur and slow, deliberate movements. They are named after the German naturalist Karl Hoffmann. These sloths have only two toes on their fore feet, each ending with long, curved claws. Each of the hind feet has three clawed toes. Females in this species are larger than males. Hoffmann's two-toes sloths havea tan to light brown in colour fur. It is lighter on the face, but usually has a greenish tinge because of the presence of algae living in the hairs."
elk,cervus canadensis,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Ruminantia_Cervidae_Cervinae_Cervus_Cervus canadensis,"The Elk is a large deer with short tail and a prominent buff-colored patch on its rump. Together with the Sambar Deer and the Moose, this animal is one of the largest deer species in the world. Males have extremely large antlers, which usually start growing in the spring, being shed in the winter, while females have no antlers. Also, some individuals may grow thin mane on their neck. By the winter, the coat of these animals becomes thicker, in order to protect them from the cold. The winter coat of the elk consists of long, waterproof hairs, which cover thick, wooly under fur of this animal. Newborn elk calves are spotted, losing their spots at the end of summer. The color of their fur depends on habitat and season of the year. Thus, during the summer, their fur is reddish hue while by the winter their coat becomes light grey in color."
pyrenean desman,galemys pyrenaicus,Animalia_Chordata_Vertebrata_Mammalia_Eulipotyphla_Talpidae_Talpinae_Desmanini_Galemys_Galemys pyrenaicus,"The Pyrenean desman is a small semiaquatic, globally threatened mammal related to moles and shrews. These animals are covered in dark, brownish fur, with the exception of their tail and nose. The nose is black and is covered in vibrissae (facial hairs), which desmans use to feel the movement of prey as they stick their nose into mud or crevices while searching for food. Pyrenean desmans have large webbed feet with fringed hairs to increase the swimming surface and can close off their nostrils and ears to stop water penetration."
mountain pygmy possum,burramys parvus,Animalia_Chordata_Vertebrata_Mammalia_Marsupialia_Diprotodontia_Burramyidae_Burramys_Burramys parvus,"The Mountain pygmy is a rather small marsupial, meanwhile being the largest pygmy-possum. For a long period of time, all information about the Mountain pygmy possum came from fossils, until the animal was discovered in the Australian Alps in 1966. The quality, dense fur of the animal is grey on the back and creamy colored underneath. The long tail and deft front feet allow the possum to easily collect food. The back feet are strong and powerful, helping the animal in gripping. In addition, due to its large front teeth, the Mountain pygmy skillfully cracks seeds. During the breeding season, the fur of male individuals attains more fawn-orange coloration."
harpy eagle,harpia harpyja,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Harpiinae_Harpia_Harpia harpyja,"The Harpy eagle is the largest and most powerful raptor found in the rainforest, and among the largest extant species of eagles in the world. The upper side of the harpy eagle is covered with slate-black feathers, and the underside is mostly white, except for the feathered tarsi (a bone in the lower leg of birds), which are striped black. A broad black band across the upper breast separates the gray head from the white belly. The head is pale grey and is crowned with a double crest. The upper side of the tail is black with three gray bands, while the underside of it is black with three white bands. The iris is gray or brown or red, the cere and bill are black or blackish and the tarsi and toes are yellow."
barn swallow,hirundo rustica,Animalia_Chordata_Aves_Passeriformes_Hirundinidae_Hirundo_Hirundo rustica,"The Barn swallow is the most widespread species of swallow in the world. It is a distinctive songbird with blue upperparts and a long, deeply forked tail. There is a line of white spots across the outer end of the upper tail. The female is similar in appearance to the male, but the tail streamers are shorter, the blue of the upperparts and breast band is less glossy, and the underparts paler. The juvenile is browner and has a paler rufous face and whiter underparts. It also lacks the long tail streamers of the adult."
père david's deer,elaphurus davidianus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Ruminantia_Cervidae_Cervinae_Elaphurus_Elaphurus davidianus,"Père David’s deer are large and very rare Asian deer that went extinct in the wild but have been reintroduced in some areas. Their coat is reddish tan in the summer and changes to a dull gray in the winter. There is a mane on the neck and throat and a black dorsal stripe running along their spine. The hooves are large and spreading and make clicking sounds when the animal is moving. Père David’s deer have branched antlers that are unique in that the long tines point backward, while the main beam extends almost directly upward. There may be two pairs per year. The summer antlers are the larger set and are dropped in November, after the summer rut. The second set - are fully grown by January and fall off a few weeks later."
